"","BART","longBART","DART"
"Train",0.585040382921119,0.525477401799052,0.71719769661091
"SE_Train",0.00571920399923216,0.00533095671396114,0.00585443414468392
"Test",2.10743760003335,1.98672721462096,1.74324361228865
"SE_Test",0.0300393543807068,0.0304122499542222,0.0313158744792584
