"","V1","V2","V3","V4"
"1",1.06897750602744,0.954443230373069,0.831894947109973,0.592279026453554
"2",0.968138174844714,1.16877195219599,1.0173781672754,0.738976590820199
"3",0.719943182282647,0.806594434055402,0.766987020766661,0.468511960960149
"4",0.834045395027286,0.750635275211684,0.639114677336054,0.60370448817262
"5",0.844202177208469,0.935716469918356,0.661158578570133,0.500662963235929
"6",0.998207877601601,1.20613081808265,0.856673511996877,0.881248127485005
"7",0.873205274225548,0.819191602222509,0.710841991836479,0.595308684722107
"8",0.875850687471793,1.04337053369844,0.822427744577206,0.66205219003231
"9",0.952624231954455,0.901357949536921,0.901468877669476,0.746879754812726
"10",0.924706571673388,0.695039989284673,0.874019572276085,0.571575154840276
"11",1.00409629231005,1.00202830023195,0.965709904170607,0.699730486380848
"12",0.927262828782706,0.983690574509666,0.853600531231543,0.654256545572662
"13",0.672305336837425,0.669607886046854,0.592894345966104,0.580158175869343
"14",1.29563594112386,1.07112430476659,0.977709838013951,0.854533028441362
"15",0.890249257984849,0.824459502262432,0.826860537113553,0.653188000608501
"16",0.667696205328693,0.563303258314495,0.484154043414382,0.524178460558846
"17",0.758416201573573,0.687352013300191,0.678373822152647,0.520345541630785
"18",0.850926747416503,0.974449487489614,0.787962314384154,0.696195272055616
"19",1.07090428855933,1.02876956535086,0.960948741743644,0.787569096326631
"20",0.951261885430526,0.992671550755222,0.767480588273973,0.553531336937415
"21",0.759207645964291,0.656272231254699,0.690111839311323,0.569281411094369
"22",0.944773964366106,0.752633363270206,0.741444090581487,0.810241313162851
"23",0.910339594297758,0.87542155401675,0.611627461618047,0.457808481204998
"24",0.866219502716878,0.733508772868593,0.878469746849862,0.427401030411035
"25",0.737823566389779,0.839339101336593,0.702330408988166,0.612610645796725
"26",1.17599459374652,0.958384481052272,1.02881327299854,0.980582067723519
"27",0.861398722588822,0.868731389937157,0.86512331026123,0.674342935434682
"28",0.850659695742342,0.835230553747984,0.875613916893828,0.771210735308042
"29",0.701802188954093,0.900762999859148,0.646093808876137,0.537625712354647
"30",0.807420724341919,0.705335326316498,0.648801521292024,0.572991696615496
"31",1.32662600669571,1.22330633746393,1.22981859733501,0.760972472939056
"32",0.76736058690318,0.862268748818367,0.726221338542788,0.50475317190002
"33",1.00436125292564,0.809982432837527,0.755122761794792,0.738823618274991
"34",1.16919543023553,1.15907661114265,1.06518101568734,0.667527260662783
"35",0.753238944536517,0.731371162976521,0.646807586975665,0.496207658897781
"36",0.88003237547399,0.885692822048399,0.732187991100191,0.709192876546768
"37",1.14076841626448,0.912887812529417,0.755648054591279,0.762698894944618
"38",0.905541949720955,1.0643847118018,0.771526811962705,0.563256712054589
"39",1.11191253544304,1.0049460634252,1.15036151841715,0.95370858767137
"40",0.83004469204274,1.23236540009982,0.832694479476659,0.692537550311467
"41",1.28568040822408,0.910463029480573,0.892296725313137,0.955736217166139
"42",0.546050239295445,0.613197884636294,0.504890462983731,0.569913930673174
"43",0.842012726562821,0.789320236093833,0.627195282460967,0.726270685145824
"44",0.977108563480933,0.862102885772014,0.766092055944975,0.787700661594261
"45",0.746706148461007,0.935332062299621,0.723542496131055,0.503633606715388
"46",1.11345391697427,0.997314944837466,0.827747091125888,0.937831796231708
"47",0.875368901332955,0.833797284976911,0.699247584250519,0.72242676511878
"48",0.845014647927264,0.702970711104875,0.959655013373726,0.65462759007878
"49",0.968157465953467,1.01617515304841,0.727860909949119,0.692081460610469
"50",0.9082031941379,0.994936117633657,0.635353797957043,0.582946034922108
"51",0.850358416591251,0.72963599493484,0.665086042237559,0.492561905372282
"52",0.879124190325319,0.851220688966699,0.809888458272909,0.618361336845813
"53",0.945186345445718,0.888540591601285,0.829978681732516,0.656947628083572
"54",1.18565587769043,1.18680887949274,0.976609144919025,0.816114269493116
"55",0.667255403951921,1.21095773243579,0.694741018335692,0.73818900776614
"56",0.860306406297346,0.953512057361641,0.755346931425828,0.597790743226002
"57",1.2855736988499,1.04712293807061,1.19490768551337,0.874889239388226
"58",0.891289637362812,0.880096304079531,0.770370203422586,0.654133333607122
"59",0.81053329790483,1.11662697931638,0.739385105740928,0.463950572966021
