"","V1","V2","V3","V4","V5","V6"
"46",0.997593303590466,1.5355599459149,1.72739140483604,NA,NA,NA
"47",1.07722568107685,1.64025345745751,1.64283090669952,NA,NA,NA
"48",1.35431147366942,1.57506778222784,1.69304632304228,NA,NA,NA
"49",1.00886452003145,2.02562155321495,1.45947969689801,NA,NA,NA
"50",1.64653713270215,1.77859940359126,1.53621533644876,NA,NA,NA
"51",1.31252524054317,1.42914880692859,1.78210304352193,NA,NA,NA
"52",1.29091707806552,1.78339352499387,1.91253021659239,NA,NA,NA
"53",0.769735988111012,1.69890082834161,1.62638341171486,NA,NA,NA
"54",1.02853339923649,1.39137273733161,1.84339390436306,NA,NA,NA
"55",1.09278233878057,1.5297059906367,1.64656764013308,NA,NA,NA
"56",1.39049053038022,1.72240877819121,1.38983990603564,NA,NA,NA
"57",1.23660947675001,1.8677270007687,2.00862611703197,NA,NA,NA
"58",2.33052318760818,1.92014443916003,1.98745136798142,NA,NA,NA
"59",1.30436561919829,1.64332536927854,1.84567668383662,NA,NA,NA
"60",1.6449967245099,1.39131815910595,2.36525743786543,NA,NA,NA
"61",1.03115824279057,1.28917397238603,1.72547695951054,NA,NA,NA
"62",0.939592700971506,1.95088276900781,2.00596468876246,NA,NA,NA
"63",1.02226684743255,1.85237184175562,1.54754143672554,NA,NA,NA
"64",1.06073373053552,1.60939891459889,1.64224186823893,NA,NA,NA
"65",1.21832944632892,1.49352502104647,1.72355135199235,NA,NA,NA
"66",1.10361184126193,2.00780983043509,1.96330867472786,NA,NA,NA
"67",1.43885178927526,1.89304171412891,1.79855579645863,NA,NA,NA
"68",1.43602519925198,1.70217784414708,1.97802323582804,NA,NA,NA
"69",1.07991122899428,1.97343391401311,1.56025824789213,NA,NA,NA
"70",1.14687868176561,1.55720864820103,1.8334576224845,NA,NA,NA
"71",1.33483424955902,1.70322363077566,2.10328112960859,NA,NA,NA
"72",1.50831435197236,1.46908466388031,1.96921056922908,NA,NA,NA
"73",1.07194853382101,1.32805996357023,1.90701916713831,NA,NA,NA
"74",1.30577542478613,1.90329897406249,1.65911585819741,NA,NA,NA
"75",1.25456194407247,1.88453645375798,1.72557136629357,NA,NA,NA
"76",1.51374298833093,2.60740411418665,2.00587682899801,NA,NA,NA
"77",1.09162694984657,1.33878067707527,1.42928314300828,NA,NA,NA
"78",1.01749987971783,1.57730285630437,1.42729070430856,NA,NA,NA
"79",1.45832318141561,1.53076397246546,1.9824116088821,NA,NA,NA
"80",0.814188352444683,1.745464520425,2.00967001942322,NA,NA,NA
"81",1.32638652587016,1.32229457892552,2.20043183686039,NA,NA,NA
"82",0.998643011927678,1.8004648482566,1.82800760577342,NA,NA,NA
"83",1.17221247008337,1.79678478597519,2.01709364204863,NA,NA,NA
"84",0.999059027310606,1.59700612358053,1.45880914111948,NA,NA,NA
"85",1.04097277304958,1.62541509651779,1.74244365345652,NA,NA,NA
"86",1.45833318484057,1.41587760734027,1.9461983462858,NA,NA,NA
"87",1.04685591922325,1.71860236494182,1.61537847378265,NA,NA,NA
"88",1.44695649900632,1.45897986407633,1.73063836376767,NA,NA,NA
"89",0.949591025253888,1.66702926882029,1.99174347078318,NA,NA,NA
"90",1.27709405901774,1.54109307537984,1.45579485148151,NA,NA,NA
"91",1.19495076080518,1.31049886654563,2.13170353057886,NA,NA,NA
"92",1.02840147544764,1.58676220975448,1.7324782270464,NA,NA,NA
"93",1.58006628291759,2.12493001684837,1.85729617297756,NA,NA,NA
"94",1.06732040202405,1.88403296407283,1.87489998274515,NA,NA,NA
"95",1.26630193726736,1.2983589317493,1.93670256684134,NA,NA,NA
"96",1.19248145553841,1.1531433908206,1.50359074239172,NA,NA,NA
"97",1.46446624322807,1.31290051186987,1.58337945011109,NA,NA,NA
"98",1.20544640545278,1.20966006724487,2.18260462115418,NA,NA,NA
"99",1.38961308860117,1.38028151005663,1.67224014373824,NA,NA,NA
"100",0.906404196437241,1.73864238930096,2.36397340655387,NA,NA,NA
"101",1.31030232065802,2.1940237338756,1.9360839083163,NA,NA,NA
"102",1.18285214476694,1.99887648046861,1.82805504111611,NA,NA,NA
"103",1.05115455166914,1.5757463379577,1.75361621793956,NA,NA,NA
"104",1.03486901356881,1.67816902612844,1.97330857223588,NA,NA,NA
"105",1.12448506419959,1.56653895598397,1.98064929056894,NA,NA,NA
"106",1.1181147630393,1.40669978249271,1.76742371600879,NA,NA,NA
"107",1.50493965332288,1.73083989112809,1.61716046384385,NA,NA,NA
"108",1.17523315335091,1.67401401916849,2.05802837528298,NA,NA,NA
"109",1.19218510678154,1.95008767486726,2.18442727914689,NA,NA,NA
"110",1.38992300680546,1.86836397185491,1.70952559286163,NA,NA,NA
"111",1.29834924684917,1.72126737117715,2.05276391315844,NA,NA,NA
"112",1.041452869241,1.67734277533948,2.06674697552198,NA,NA,NA
"113",1.19598612377348,2.13666470476622,1.55606779938329,NA,NA,NA
"114",1.35188929931853,1.86391165844827,1.70519413402797,NA,NA,NA
"115",1.26102653277091,1.56416836216116,1.78112648129933,NA,NA,NA
"116",1.05161289663011,1.65874495024189,2.08742514038739,NA,NA,NA
"117",1.06556782091728,1.53232793089211,1.460688262711,NA,NA,NA
"118",1.22186868593432,1.78616075891233,1.74770666880038,NA,NA,NA
"119",1.11898257753343,2.23228697542712,1.49513657340043,NA,NA,NA
"120",1.21708726124354,1.97179673195138,2.01806018661924,NA,NA,NA
"121",0.923408024443778,1.58697761231997,2.00852830805562,NA,NA,NA
"122",1.03594165627943,1.62903202237541,1.7124051856166,NA,NA,NA
"123",0.956465505933528,1.5681468032625,1.64389420886793,NA,NA,NA
"124",1.08990243811506,1.94553673486213,1.87898575824123,NA,NA,NA
"125",1.16130287889443,1.75551771808391,1.52348951758774,NA,NA,NA
"126",1.48040308129198,1.46351436876106,1.64809636011751,NA,NA,NA
"127",1.18083632171931,1.9860684206326,2.01615077846452,NA,NA,NA
"128",1.24253843526339,1.80747509043478,1.44752048045721,NA,NA,NA
"129",1.231622681395,1.24655114720999,1.55743252851388,NA,NA,NA
"130",1.33791014816436,1.40203200169702,1.87617711887306,NA,NA,NA
"131",0.917910743539186,2.15139707812562,1.51095350706034,NA,NA,NA
"132",0.995841683844983,2.03912779791458,2.02168214773054,NA,NA,NA
"133",1.4052137364749,1.62290686775581,1.97635482868422,NA,NA,NA
"134",1.34830988370446,1.33677067562818,1.72322086653813,NA,NA,NA
"135",1.27326596529488,1.42452557149601,1.77514006105804,NA,NA,NA
"136",1.30543011477452,1.8168727415989,1.66242755206054,NA,NA,NA
"137",1.40862695781362,1.5689545026175,1.90182577663585,NA,NA,NA
"138",1.09019784651077,1.2332303806053,1.74270387276156,NA,NA,NA
"139",1.42278431395542,1.80446840447785,1.63554558900455,NA,NA,NA
"140",0.848344804086918,1.67899676433584,2.09456719077204,NA,NA,NA
"141",1.35595330111482,1.63140150191514,1.94533787696353,NA,NA,NA
"142",1.74769454724181,1.69061540589656,1.7131431214268,NA,NA,NA
"143",1.24328489468975,1.75924532719762,1.52911030368682,NA,NA,NA
"144",1.26748806918112,2.15221623394872,1.88201131848076,NA,NA,NA
"145",1.37671733053916,1.48201157968543,1.63806305322328,NA,NA,NA
"146",1.23222271691281,1.92281768262551,2.1306501641716,NA,NA,NA
"147",1.10090366931854,1.69323476360357,1.70426714754941,NA,NA,NA
"148",0.99707133288781,2.02415131405087,1.64966661478556,NA,NA,NA
"149",1.25412519563241,1.26125022878745,1.23192124141981,NA,NA,NA
"150",1.18933831501692,1.63766243851491,1.47761524020495,NA,NA,NA
"151",1.27692114772416,1.81759449313554,1.67937948273025,NA,NA,NA
"152",1.30696816142415,1.97408984408939,1.64755933528486,NA,NA,NA
"153",1.42001207934495,1.81426167392006,2.27461128967958,NA,NA,NA
"154",1.15213037680239,1.73728659352007,2.08880422967799,NA,NA,NA
"155",1.07626868392574,1.50091410875405,1.77059674973932,NA,NA,NA
"156",1.1967706030498,1.38527777635817,1.86006151282751,NA,NA,NA
"157",1.37240999326034,1.72211021373595,1.57360963509561,NA,NA,NA
"158",1.11118136454966,1.88605976372579,1.58935208047969,NA,NA,NA
"159",1.32745978621695,1.77855841400494,1.77980741305959,NA,NA,NA
"160",1.17130823949127,1.83726649842517,1.72947334497454,NA,NA,NA
"161",1.28456848965299,1.83657744253885,2.04684466923534,NA,NA,NA
"162",0.882898785032128,1.22056276084297,1.78877162758372,NA,NA,NA
"163",1.10616973012529,1.69272221272448,1.73358824131549,NA,NA,NA
"164",1.26830422501769,1.35901400680425,1.75903965463883,NA,NA,NA
"165",1.32416386976121,1.58772720734728,1.73895269989051,NA,NA,NA
"166",0.798421617084813,1.61034768164011,1.6250083401774,NA,NA,NA
"167",1.3233739190602,1.59513041111888,1.76427343182751,NA,NA,NA
"168",1.43932530422746,1.9751720521734,1.64154883800087,NA,NA,NA
"169",1.11326563600909,2.07974319413524,1.76221843151787,NA,NA,NA
"170",1.16247376821334,1.28593199954315,1.8982725533527,NA,NA,NA
"171",0.990787367992684,1.75945104192886,1.70087550897923,NA,NA,NA
"172",1.45748948375387,1.38154256840938,1.73371136033323,NA,NA,NA
"173",1.53893968506417,1.34039739860561,1.76583197966789,NA,NA,NA
"174",1.04194667241663,2.28802257320751,2.47450588587009,NA,NA,NA
"175",1.09975927392876,2.0024823969991,1.61426511717209,NA,NA,NA
"176",1.10049386715529,1.19963883056779,1.7530259135901,NA,NA,NA
"177",1.11283477351528,1.6648937608301,1.83744531543608,NA,NA,NA
"178",1.42798812191046,1.66845538963892,1.97500221809845,NA,NA,NA
"179",1.63387147842615,1.80397098913914,1.71224544084895,NA,NA,NA
"180",1.24358608548918,1.62487194982408,1.75592120914083,NA,NA,NA
"181",1.52179664873762,1.38028096878096,2.10797450435634,NA,NA,NA
"182",1.38311185966998,1.63944868527797,1.76462628570055,NA,NA,NA
"183",0.986933561497736,1.82879090056585,1.62647361342108,NA,NA,NA
"184",1.18217639211187,1.77708148745136,1.86390974154275,NA,NA,NA
"185",1.34495910033196,1.88797343715593,2.45849942927009,NA,NA,NA
"186",1.24469546623767,1.93882026307298,1.72040695803408,NA,NA,NA
"187",1.44790771672308,2.00024537192253,1.57945114209461,NA,NA,NA
"188",0.982553834730466,1.24521908255227,2.16778767008603,NA,NA,NA
"189",1.16379724839015,1.11288234894688,1.55503832004175,NA,NA,NA
"190",0.933442165126787,1.64464807406542,1.91290149296536,NA,NA,NA
"191",1.41419841738872,1.46129651977023,1.69439123956765,NA,NA,NA
"192",1.25408969273141,1.48266017600791,1.61544507795444,NA,NA,NA
"193",1.25768818731908,1.45338922493041,1.93833758460119,NA,NA,NA
"194",1.19973145458279,1.29326017363119,2.1134084939233,NA,NA,NA
"195",1.05278230891794,2.34568982805615,2.05633958845516,NA,NA,NA
"196",1.00836303976036,1.69999764151929,1.76334237774171,NA,NA,NA
"197",0.882459521641927,1.68666322127724,1.60476527870932,NA,NA,NA
"198",1.33960942235019,2.07612405052175,1.91836600339204,NA,NA,NA
"199",0.988454348048436,1.51440409261033,1.44703520638869,NA,NA,NA
"200",1.18649596764038,1.5904929783542,1.85214995530438,NA,NA,NA
